source,item_id,code,category_id,category,intent,customer_utterances,agent_response,agent_action,status,notes
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-700006,700006,member,Member,error_response_member_pass_invalid,I got error code 700006; MEMBER_PASS_INVALID,Some of the info entered  was invalid. Please check your details and try again,Use the approved message and check the related transaction or service status.,ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-710001,710001,member_reset_password,Member Reset Password,error_response_member_rs_temp_pass_invalid,I got error code 710001; MEMBER_RS_TEMP_PASS_INVALID,Some of the info entered  was invalid. Please check your details and try again,Use the approved message and check the related transaction or service status.,ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-720001,720001,member_login,Member Login,error_response_member_invalid_login,I got error code 720001; MEMBER_INVALID_LOGIN,"Some of the info entered  was invalid. Please check your details and try again. If issue persist, kindly reach out to customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-720002,720002,member_login,Member Login,error_response_member_account_not_verified,I got error code 720002; MEMBER_ACCOUNT_NOT_VERIFIED,Some of the info entered  was invalid. Please check your details and try again,Use the approved message and check the related transaction or service status.,ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-720003,720003,member_login,Member Login,error_response_member_invalid_status,I got error code 720003; MEMBER_INVALID_STATUS,"Sorry, we're unable to process your request. Kindly reach out to customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-720004,720004,member_login,Member Login,error_response_member_account_locked,I got error code 720004; MEMBER_ACCOUNT_LOCKED,"Sorry, we're unable to process your request. Kindly reach out to customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-730001,730001,member_contact,Member Contact,error_response_member_contact_exits,I got error code 730001; MEMBER_CONTACT_EXITS,"Please verify your details and try again. If issue persist, kindly reach out to our customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-730002,730002,member_contact,Member Contact,error_response_member_contact_not_found,I got error code 730002; MEMBER_CONTACT_NOT_FOUND,"Please verify your details and try again. If issue persist, kindly reach out to our customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-730003,730003,member_contact,Member Contact,error_response_member_contact_invalid,I got error code 730003; MEMBER_CONTACT_INVALID,"Please verify your details and try again. If issue persist, kindly reach out to our customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-730004,730004,member_contact,Member Contact,error_response_member_contact_used,I got error code 730004; MEMBER_CONTACT_USED,"Please verify your details and try again. If issue persist, kindly reach out to our customer support team for further assistance [{code}].","Apologize, share the code, and route to CoverMi customer support.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800001,800001,payment,Payment,error_response_payment_retrieve_bank_error,I got error code 800001; PAYMENT_RETRIEVE_BANK_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800002,800002,payment,Payment,error_response_payment_initiate_payment_error,I got error code 800002; PAYMENT_INITIATE_PAYMENT_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800003,800003,payment,Payment,error_response_payment_cancel_payment_error,I got error code 800003; PAYMENT_CANCEL_PAYMENT_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800004,800004,payment,Payment,error_response_payment_status_inquiry_error,I got error code 800004; PAYMENT_STATUS_INQUIRY_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800005,800005,payment,Payment,error_response_payment_auth_token_error,I got error code 800005; PAYMENT_AUTH_TOKEN_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800006,800006,payment,Payment,error_response_payment_crypto_error,I got error code 800006; PAYMENT_CRYPTO_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800007,800007,payment,Payment,error_response_payment_quotation_not_found,I got error code 800007; PAYMENT_QUOTATION_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800008,800008,payment,Payment,error_response_payment_quotation_result_not_found,I got error code 800008; PAYMENT_QUOTATION_RESULT_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800009,800009,payment,Payment,error_response_payment_sub_state_not_matched,I got error code 800009; PAYMENT_SUB_STATE_NOT_MATCHED,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800010,800010,payment,Payment,error_response_payment_payment_gateway_not_found,I got error code 800010; PAYMENT_PAYMENT_GATEWAY_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800011,800011,payment,Payment,error_response_payment_vehicle_not_found,I got error code 800011; PAYMENT_VEHICLE_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800012,800012,payment,Payment,error_response_payment_callback_verification_failed,I got error code 800012; PAYMENT_CALLBACK_VERIFICATION_FAILED,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800013,800013,payment,Payment,error_response_payment_invoice_required_info_not_found,I got error code 800013; PAYMENT_INVOICE_REQUIRED_INFO_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800014,800014,payment,Payment,error_response_payment_invoice_send_email_error,I got error code 800014; PAYMENT_INVOICE_SEND_EMAIL_ERROR,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800015,800015,payment,Payment,error_response_payment_payment_gateway_setting_not_found,I got error code 800015; PAYMENT_PAYMENT_GATEWAY_SETTING_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-800016,800016,payment,Payment,error_response_payment_quotation_had_completed,I got error code 800016; PAYMENT_QUOTATION_HAD_COMPLETED,Request Success,No troubleshooting needed; proceed with the customer journey.,ready,ok to proceed
CoverMi system error code_senang_v2-designer_edit.xlsx / response_code,ERR-RESPONSE-900001,900001,transaction,Transaction,error_response_transaction_not_found,I got error code 900001; TRANSACTION_NOT_FOUND,"Sorry, we're unable to process your request.
Kindly reach out to IT support team for further assistance [{code}].","Apologize, share the code, and route to IT support / internal investigation.",ready,ok to proceed
